subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
45,cm975,Her family is like a warm blanket on a bad day,conv,5,4.5,7,5,65641,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,-0.059678566,0.018053548
46,cm998,Some college lectures are like medicines helping you get sleep.,conv,5,4.5,8,2,41883,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,,
47,cm1015,Some old men are like rubber bands that never stretch.,conv,5,4.5,3,6,103885,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.113800516,0.106890043
49,cm1057,The earth is filled with people like chipmonks running on wheels.,conv,5,4.5,1,18,152363,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.374947729,0.446583588
49,cm1058,Some relationships are like living in an isolated island.,conv,5,4.5,2,11,63575,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.251432186,0.296484656
50,cm1081,Some relationships make you feel you are living on an wild island.,conv,5,4.5,3,11,103008,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.287026469,0.304118104
52,cm1332,some relationships are like an isolated island in Pacific Ocean,conv,5,4.5,12,11,57379,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.168076414,0.201106845
53,cm1301,Some jobs is like solving 2+2.,conv,4.5,4.5,3,1,64979,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,-0.129317675,0.043987791
54,cm1123,certain memories are like research reports,conv,5,4.5,1,4,42616,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,,
55,cm1152,Some relationships are like trees trying to keep their leaves in the fall.,conv,5,4.5,8,11,60837,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.105364859,0.020501111
56,cm1179,Some teenagers are like cars without brakes,conv,5,4.5,13,12,52474,19,m,left,1,3,non-english,2.25,1.75,0.444444444,5,15,10,12,34,15,11,10.3124013,0.071208877,0.273087602
59,cm1246,some professor are lights in the darkness of the student's knowledge,conv,5,4.5,14,9,101986,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,0.052729249,-0.003729725
59,cm1253,divorce puzzles in many pieces what is mean to be one ,conv,5,4.5,21,17,41776,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,0.188335785,0.117936889
60,cm1258,Her beauty is like a vending machine.,conv,5,4.5,4,14,65867,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.009242516,0.110768208
60,cm1262,Education is flies to honey.,conv,5,4.5,8,19,59644,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.048675287,-0.036665634
60,cm1265,Some college lectures are like picking all of the leaves off of a tree.,conv,5,4.5,11,2,33396,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,,
61,cm1280,when I am with certain people I feel like I am in a crowded room with loud music and nobody to talk to,conv,4.5,4.5,4,11,75705,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.117077477,0.195541435
2,cm31,Colleges and beaches are the same thing. ,conv,5,4.25,9,16,70399,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.204896249,0.222035629
3,cm57,Certain memories seem like they were directed by Stephen Spielberg ,conv,4.5,4.25,13,4,54435,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,,
4,cm82,Some relationships are like a office cubicle job  ,conv,5,4.25,16,11,40640,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.097558898,0.044793668
9,cm179,Some college lectures are like marathon ,conv,5,4.25,3,2,97394,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,,
15,cm323,Some relationships are like being Tom Hanks in Cast Away ,conv,4.5,4.25,15,11,77092,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.280653562,0.136930124
22,cm465,Cigarettes end you like a random stray bullet at a Walmart. ,conv,5,4.25,3,15,52959,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.243987879,0.196647219
23,cm501,"Some jobs are like being in a mental institute, kept in a paded room and locked in straight jacket with the key thrown away.  ",conv,5,4.25,17,1,63517,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,-0.025836978,0.135879143
27,cm588,Some relationships are like being single. ,conv,4.5,4.25,16,11,52212,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.199709756,0.163707473
33,cm707,College is the Grand Central Station of any city.  ,conv,5,4.25,3,16,152547,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,0.004092172,0.008384707
34,cm733,Some old men are like weed that don't want to be pulled out of the ground.  ,conv,5,4.25,7,6,23185,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.132905026,0.152676201
34,cm744,Some college lectures are like reading a 20-page article.  ,conv,3.5,4.25,18,2,106856,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,,
34,cm748,Love is like trying to drive for the first time but getting hit by someone. ,conv,4.5,4.25,22,3,81934,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.076136009,0.152744145
35,cm750,some jobs are like a nightmare ,conv,5,4.25,2,1,43781,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,-0.144883765,-0.03685676
36,cm788,Friendship is like having a new born puppy ,conv,5,4.25,18,20,35911,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.145116774,0.191920201
37,cm800,some professors are like grandmother willow  ,conv,4.5,4.25,8,9,18894,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.101400406,-0.077897825
39,cm838,some old men are like stones with no ears,conv,5,4.25,2,6,75113,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.132757619,0.177199826
47,cm1028,Some jobs are like a big boss.,conv,4.5,4.25,16,1,150455,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,-0.167471341,-0.095424751
51,cm1119,Her beauty made her became magic fair,conv,5,4.25,19,14,26799,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.229701943,0.278283525
58,cm1218,The Earth is like a 24/7 factory in China.,conv,3.5,4.25,8,18,165626,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,-0.023811833,0.178717515
58,cm1223,Her house is like being in Sheldon's room ,conv,3,4.25,13,22,110281,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.18530591,0.29986647
60,cm1256,Some teenagers are like the Earth's rotation on its axis.,conv,5,4.25,2,12,91118,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.085536004,0.265657817
60,cm1272,Love is like scuba diving.,conv,5,4.25,18,3,132400,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.018462644,-0.044340153
1,cm16,Colleges are like salads. ,conv,5,4,16,16,91771,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,-0.002507788,0.019052715
2,cm23,Cigarettes are the new car crashes. ,conv,5,4,1,15,192660,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.160089187,0.223782638
2,cm25,Some jobs make me feel I am in a mental institution. ,conv,5,4,3,1,76217,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,-0.062159214,0.102256613
2,cm39,"Some professors are robots, lol. ",conv,4.5,4,17,9,82376,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.195324632,0.09783163
3,cm45,Cigarettes are the aneurisms of addictive substances. ,conv,5,4,1,15,87638,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,0.031295284,0.041943176
3,cm58,Some people are as hard to read as Moby Dick. ,conv,5,4,14,8,11581,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,0.645176089,0.712502453
5,cm89,Some proffesors are as smart as Da Vinci on Adderral. ,conv,2.5,4,1,9,41528,21,m,right,3,4,english,,0,0,0,7,-11,4,55,27,5,12.6494888,0.581335717,0.518330363
6,cm117,I fancy her house to be like a self-cleaning oven. ,conv,4.5,4,7,22,28591,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.113176657,0.376668985
7,cm139,Some college lectures feel like you're stuck in a 24 hours non-stop flight. ,conv,5,4,7,2,113863,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,,
8,cm161,are like puppies who don't take naps ,conv,5,4,7,12,22880,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.318462128,0.221070631
8,cm163,are a one way ticket to snooze town ,conv,5,4,9,2,10518,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,,
8,cm166,are as dangerous as a train without breaks ,conv,5,4,12,15,13886,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.109320561,0.224628324
8,cm172,have a path as narrow as a ruler  ,conv,5,4,18,1,25082,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.105920232,0.158307886
9,cm191,Some people are like mysts ,conv,5,4,15,8,137792,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.526916365,0.350775961
10,cm202,Some relations are like being with your girlfriend ,conv,2.5,4,4,11,33894,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.118728549,0.163775974
11,cm232,Her family is like her security blanket. ,conv,5,4,12,5,44190,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.090386917,0.31006624
11,cm239,Some old men are like toddlers who refuse to share toys. ,conv,3.5,4,19,6,94518,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.105438779,0.070638967
12,cm252,Some college lectures are like waiting for water to boil. ,conv,5,4,10,2,26157,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,,
13,cm284,Some Teenagers are like perpetual motion machines ,conv,5,4,20,12,56563,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.14452584,0.294732016
15,cm318,Certain memories are like an embordery design ,conv,5,4,10,4,40913,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,,
15,cm330,Education is like a clear path out of dark woods ,conv,5,4,22,19,28438,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.109157212,0.121081103
16,cm333,Her house is like the container store ,conv,4.5,4,3,22,10034,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.175512446,0.324091443
17,cm358,Some relationships are like being trapped in a cage ,conv,5,4,6,11,97369,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.268185681,0.16829035
17,cm372,Love can be like a wild animal ,conv,5,4,20,3,15483,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.027298315,0.083322198
18,cm395,Some old men are like thick sticks. ,conv,5,4,21,6,62539,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.190894747,0.221518584
20,cm432,The Earth is like a corporate meeting. ,conv,5,4,14,18,48681,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.021678104,0.168641013
26,cm566,her smile is like the sun for the sunflowers ,conv,5,4,16,10,22637,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,-0.011139733,-0.043017958
27,cm574,Divorce is like video games. ,conv,5,4,2,17,27181,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,-0.010341819,0.013514978
27,cm576,Certain memories have information overload like star wars movies. ,conv,5,4,4,4,113554,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,,
28,cm603,Some property are like the children of a dog. ,conv,4.5,4,9,21,107575,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.00551112,0.093152765
28,cm609,Some relationships are like a dog who's lost its baby. ,conv,5,4,15,11,80059,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.151492662,0.268784536
29,cm619,The Earth is like the subway  ,conv,5,4,3,18,56458,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.03111085,0.16094833
29,cm634,Certain Memories are like those coloadult coloring books  ,conv,5,4,18,4,44433,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,,
29,cm637,"Colleges are like going to a festival, except everyone has duties ",conv,4.5,4,21,16,35215,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.157451948,0.174190795
30,cm639,That old man is like a boulder ,conv,5,4,1,6,123009,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.131367429,-0.004804546
31,cm662,"Like two old dogs, unwilling to move, the old men resisted any attempts to persuade.  ",conv,5,4,2,6,131259,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.188387309,0.299157875
31,cm672,Those past loves were like being on a deserted island. ,conv,4.5,4,12,11,35886,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.244344034,0.399033837
31,cm674,Office jobs are as freeing as being in a straightjacket. ,conv,5,4,14,1,32945,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,-0.100768013,0.107317221
31,cm679,He is like a teapot you forgot you put on. ,conv,5,4,19,13,28979,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.121774435,0.209445308
31,cm681,Some people are as mysterious as the Sphinx. ,conv,5,4,21,8,45495,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.528678237,0.381866718
31,cm682,Those teens are like junebugs. ,conv,5,4,22,12,45929,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,,-0.048860121
33,cm713,She is more stoic than a statue.  ,conv,4.5,4,9,8,32366,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,-0.033189374,0.039648184
33,cm718,This house is the pearl of the neighborhood.  ,conv,4.5,4,14,21,23152,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,-0.051571851,-0.051929918
34,cm736,Her beauty is like how a baby does their puppy eyes and gets whatever they want. ,conv,5,4,10,14,85475,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.459723661,0.535794521
35,cm763,certain memories are as intricate as a pattern ,conv,4.5,4,15,4,36902,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,,
35,cm766,her smile is like the smell of perfume ,conv,5,4,18,10,26742,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,-0.070710569,0.00827344
36,cm771,Some jobs are like walking through a medow of tulips  ,conv,5,4,1,1,49540,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,-0.11835307,0.033348651
36,cm773,Some relationships are like accountants jobs  ,conv,4.5,4,3,11,90460,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.159388772,0.033874907
37,cm810,some computer programs are like stickshift cars  ,conv,4.5,4,18,7,71599,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.165463493,0.237099185
38,cm818,Cigarettes are like snipers. ,conv,5,4,4,15,29736,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.157347558,0.156344616
38,cm822,Love is like a box of chocolates. ,conv,5,4,8,3,11709,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,-0.02035186,-0.168884638
41,cm889,Some jobs are like golden bird cages ,conv,4.5,4,9,1,61790,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,0.031227687,0.031632979
41,cm895,Cigarettes are like dormant cobras under your pillow ,conv,5,4,15,15,63393,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,0.06383133,-0.082560593
41,cm899,Colleges are like mini NATOs ,conv,4.5,4,19,16,24147,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,-0.020797841,-0.003801401
42,cm912,Some teenagers are like mexican firecrackers  ,conv,5,4,10,12,33350,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,0.023211494,-0.015280246
42,cm920,Love is like a casino roullete  ,conv,5,4,18,3,40680,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,-0.035647781,-0.091541039
43,cm929,Some relationships don't feel like relationships at all; they just feel like black holes. ,conv,5,4,5,11,32398,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.230744203,0.197413348
44,cm948,Some relationships are like the desert--completely desolate. ,conv,5,4,2,11,48106,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.333547956,0.401671443
44,cm960,Her family is her lighthouse. ,conv,5,4,14,5,35370,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,-0.020325539,-0.022104516
44,cm966,Love is like an ocean current during a season change. ,conv,5,4,20,3,28950,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.11424793,0.261122987
47,cm1017,Her house looks like iit's poped out of a magazine.,conv,4.5,4,5,22,77114,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.144500573,0.31484208
47,cm1034,Some people carries clouds with them that surround their brain.,conv,5,4,22,8,140329,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.241587483,0.177576129
48,cm1039,The Earth is a mess chain of lives.,conv,5,4,5,18,41301,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.193730512,0.21150781
48,cm1047,Friendship is an endless song.,conv,5,4,13,20,16485,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.050881117,0.108072354
49,cm1062,Some old men are like die-hard myths.,conv,5,4,6,6,137505,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.125088713,0.17075195
51,cm1104,Some computer pregrams are mist,conv,5,4,4,7,68059,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.183251326,0.147986749
51,cm1106,Some colleges lectures are like annoying people,conv,4.5,4,6,2,65546,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,,
52,cm1329,cigarettes are like those boams burried in the underground of Vietnam,conv,5,4,9,15,118118,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.299833117,0.341525911
53,cm1305,Friendship is a bridge between people.,conv,5,4,7,20,20169,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.447217549,0.416008644
53,cm1316,Her beauty is her weapon to nail the things she wants.,conv,5,4,18,14,29039,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.481369413,0.550564955
53,cm1320,Some professors are wizards.,conv,3,4,22,9,15393,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.104116182,0.080338326
54,cm1125,some old men are like Donald Trump when he refuses dialogue,conv,2,4,3,6,126968,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.141560193,0.23756561
54,cm1131,some people act in life as they act in casinos,conv,5,4,9,8,56491,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.320408177,0.227887631
58,cm1214,Some people are like dictators; unpredictable and ambiguous.,conv,2.5,4,4,8,125085,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.488989124,0.368517661
58,cm1221,Friendship is like a rechargeable batter that never runs out of juice.,conv,5,4,11,20,158033,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.059569223,0.183564413
